job_name,result,pp_loc,opsem_loc,bmc_circuit_size,bmc_dag_size,opsem.isderef.not.solve,opsem.isderef.solve,pp.isderef.not.solve,pp.isderef.solve,opsem_crab_time,opsem_crab_range_time,pp_crab_range_time,pp_crab_time,bmc_time,bmc_solve_time,cda_time,gssa_time,opsem_assert_time,opsem_simp_time,seahorn_total_time
ring_buffer_release2,n/a,n/a,n/a,76,357,n/a,n/a,n/a,n/a,0.15,0.02,n/a,0.63,0.20,n/a,n/a,n/a,n/a,0.01,0.21
ring_buffer_buf_belongs_to_pool2,n/a,n/a,n/a,91,447,n/a,n/a,n/a,n/a,0.22,0.02,n/a,0.33,0.27,n/a,n/a,n/a,n/a,0.02,0.29
ring_buffer_acquire_up_to2,n/a,n/a,n/a,90,397,n/a,n/a,n/a,n/a,0.13,0.01,n/a,0.30,0.18,n/a,n/a,n/a,n/a,0.01,0.19
priority_queue_s_swap,n/a,n/a,n/a,169,1038,n/a,15,n/a,17,0.05,0.04,0.01,0.26,0.15,n/a,n/a,n/a,n/a,0.04,0.17
priority_queue_s_sift_up,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14,n/a,n/a,0.01,0.13,n/a,n/a,n/a,n/a,n/a,n/a,0.00
priority_queue_s_sift_down,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14,n/a,n/a,0.01,0.16,n/a,n/a,n/a,n/a,n/a,n/a,0.00
priority_queue_s_sift_either,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25,n/a,n/a,0.01,0.17,n/a,n/a,n/a,n/a,n/a,n/a,0.00
priority_queue_s_remove_node,n/a,n/a,n/a,220,2182,n/a,13,n/a,16,0.05,0.04,0.01,0.13,0.18,n/a,n/a,n/a,n/a,0.08,0.20
priority_queue_remove,n/a,n/a,n/a,131,538,n/a,2,n/a,4,0.05,0.04,0.01,0.11,0.11,n/a,n/a,n/a,n/a,0.01,0.12
priority_queue_pop,n/a,n/a,n/a,119,481,n/a,2,n/a,4,0.06,0.04,0.01,0.10,0.11,n/a,n/a,n/a,n/a,0.01,0.13
priority_queue_push,n/a,n/a,n/a,203,890,n/a,n/a,n/a,2,0.10,0.08,0.01,0.12,0.38,n/a,n/a,n/a,n/a,0.17,0.41
priority_queue_push_ref,n/a,n/a,n/a,203,890,n/a,n/a,n/a,2,0.05,0.04,0.01,0.30,0.20,n/a,n/a,n/a,n/a,0.09,0.22
hash_table_foreach_deep_loose,n/a,n/a,n/a,646,9081,63,67,4,27,3.84,2.89,0.42,8.70,8.40,n/a,n/a,n/a,n/a,1.42,8.48
hash_table_foreach_deep_precise,n/a,n/a,n/a,669,9312,63,81,4,32,5.02,2.96,0.47,13.80,9.66,n/a,n/a,n/a,n/a,1.42,9.75
huffman_test_transitive,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
huffman_test_transitive_chunked,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
profile_collection_new_from_buffer,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
pem_objects_init_from_file_contents,n/a,n/a,n/a,n/a,n/a,n/a,n/a,323,2,n/a,n/a,12.93,263.39,n/a,n/a,n/a,n/a,n/a,n/a,n/a
sanitize_pem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13,12,n/a,n/a,0.20,11.23,n/a,n/a,n/a,n/a,n/a,n/a,n/a
input_stream_from_cursor,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
der,n/a,n/a,n/a,7270,37212,858,128,275,298,25.46,10.70,28.44,162.27,55.12,n/a,n/a,n/a,n/a,9.52,56.03
ecc,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rsa,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
sha1,n/a,n/a,n/a,2103,9534,n/a,146,4,6,17.69,10.69,0.24,8.97,28.92,n/a,n/a,n/a,n/a,0.22,29.29
sha256,n/a,n/a,n/a,2089,9566,n/a,146,4,6,16.80,9.64,0.23,8.56,26.91,n/a,n/a,n/a,n/a,0.20,27.19
sha256_hmac,n/a,n/a,n/a,2027,9297,n/a,144,4,4,17.02,9.84,0.20,9.51,27.34,n/a,n/a,n/a,n/a,0.20,27.62
