Name,Timing,Result
add_size_checked_unsat_test,0.499835,passed
add_size_saturating_unsat_test,0.561379,passed
mul_size_checked_unsat_test,0.71207,passed
mul_size_saturating_unsat_test,0.906932,passed
is_power_of_two_unsat_test,0.914973,passed
round_up_to_power_of_two_unsat_test,0.635153,passed
nospec_mask_unsat_test,0.517224,passed
ptr_eq_unsat_test,0.480248,passed
array_eq_unsat_test,2.05814,passed
array_eq_c_str_unsat_test,129.042,passed
array_eq_c_str_ignore_case_unsat_test,0.585638,passed
array_eq_ignore_case_unsat_test,0.850681,passed
array_list_back_unsat_test,0.836456,passed
array_list_capacity_unsat_test,0.794062,passed
array_list_clean_up_unsat_test,0.484001,passed
array_list_clear_unsat_test,1.43921,passed
array_list_comparator_string_unsat_test,10.0636,passed
array_list_copy_unsat_test,1.91749,passed
array_list_ensure_capacity_unsat_test,1.81419,passed
array_list_erase_unsat_test,0.838967,passed
array_list_front_unsat_test,0.839412,passed
array_list_get_at_unsat_test,0.841047,passed
array_list_get_at_ptr_unsat_test,0.848514,passed
array_list_init_dynamic_unsat_test,0.95429,passed
array_list_init_static_unsat_test,0.967402,passed
array_list_length_unsat_test,0.800183,passed
array_list_pop_back_unsat_test,1.48366,passed
array_list_pop_front_unsat_test,0.782602,passed
array_list_pop_front_n_unsat_test,1.00123,passed
array_list_push_back_unsat_test,12.3582,passed
array_list_set_at_unsat_test,5.35754,passed
array_list_shrink_to_fit_unsat_test,1.12115,passed
array_list_sort_unsat_test,0.925343,passed
array_list_swap_unsat_test,135.264,passed
array_list_swap_contents_unsat_test,2.42247,passed
byte_buf_advance_unsat_test,0.726628,passed
byte_buf_append_unsat_test,0.594888,passed
byte_buf_append_dynamic_unsat_test,0.720805,passed
byte_buf_append_with_lookup_unsat_test,3.94251,passed
byte_buf_cat_unsat_test,0.91915,passed
byte_buf_clean_up_unsat_test,0.516772,passed
byte_buf_clean_up_secure_unsat_test,0.52088,passed
byte_buf_eq_unsat_test,2.19571,passed
byte_buf_eq_c_str_unsat_test,0.615354,passed
byte_buf_eq_c_str_ignore_case_unsat_test,0.594352,passed
byte_buf_eq_ignore_case_unsat_test,0.86216,passed
byte_buf_from_array_unsat_test,0.56255,passed
byte_buf_from_c_str_unsat_test,79.7538,passed
byte_buf_from_empty_array_unsat_test,0.584546,passed
byte_buf_init_unsat_test,0.541026,passed
byte_buf_init_copy_unsat_test,2000.1,failed
byte_buf_init_copy_from_cursor_unsat_test,2.9435,passed
byte_buf_reserve_unsat_test,0.558269,passed
byte_buf_reserve_relative_unsat_test,0.587944,passed
byte_buf_reset_unsat_test,0.510057,passed
byte_buf_secure_zero_unsat_test,0.570597,passed
byte_buf_write_unsat_test,3.30595,passed
byte_buf_write_be16_unsat_test,0.612657,passed
byte_buf_write_be32_unsat_test,0.598501,passed
byte_buf_write_be64_unsat_test,0.588081,passed
byte_buf_write_from_whole_buffer_unsat_test,3.2078,passed
byte_buf_write_from_whole_cursor_unsat_test,3.41746,passed
byte_buf_write_from_whole_string_unsat_test,2000.1,failed
byte_buf_write_u8_unsat_test,0.601329,passed
byte_cursor_advance_unsat_test,0.581845,passed
byte_cursor_advance_nospec_unsat_test,0.704905,passed
byte_cursor_compare_lexical_unsat_test,1.27396,passed
byte_cursor_compare_lookup_unsat_test,2.96192,passed
byte_cursor_eq_unsat_test,1.30271,passed
byte_cursor_eq_byte_buf_unsat_test,1.09811,passed
byte_cursor_eq_byte_buf_ignore_case_unsat_test,0.766051,passed
byte_cursor_eq_c_str_unsat_test,0.586005,passed
byte_cursor_eq_c_str_ignore_case_unsat_test,0.583223,passed
byte_cursor_eq_ignore_case_unsat_test,1.00606,passed
byte_cursor_from_array_unsat_test,0.516725,passed
byte_cursor_from_buf_unsat_test,0.59346,passed
byte_cursor_from_c_str_unsat_test,434.828,passed
byte_cursor_from_string_unsat_test,0.638085,passed
byte_cursor_left_trim_pred_unsat_test,0.597114,passed
byte_cursor_read_unsat_test,1.89024,passed
byte_cursor_read_and_fill_buffer_unsat_test,6.51759,passed
byte_cursor_read_be16_unsat_test,0.635066,passed
byte_cursor_read_be32_unsat_test,0.669116,passed
byte_cursor_read_be64_unsat_test,1.15404,passed
byte_cursor_read_u8_unsat_test,0.808293,passed
byte_cursor_right_trim_pred_unsat_test,0.643685,passed
byte_cursor_satisfies_pred_unsat_test,0.579467,passed
byte_cursor_trim_pred_unsat_test,1.04064,passed
hash_ptr_unsat_test,0.52038,passed
hash_string_unsat_test,0.757589,passed
hash_array_ignore_case_unsat_test,0.585571,passed
hash_byte_cursor_ptr_unsat_test,1.2918,passed
hash_byte_cursor_ptr_ignore_case_unsat_test,0.614219,passed
hash_c_string_unsat_test,8.68629,passed
hash_callback_string_eq_unsat_test,7.66884,passed
hash_callback_c_str_eq_unsat_test,9.74638,passed
hash_callback_string_destroy_unsat_test,0.637318,passed
hash_iter_begin_unsat_test,7.32229,passed
hash_iter_begin_done_unsat_test,6.79106,passed
hash_iter_next_unsat_test,4.86826,passed
hash_iter_done_unsat_test,0.830348,passed
hash_iter_delete_unsat_test,11.7147,passed
hash_table_eq_unsat_test,28.2777,passed
hash_table_get_entry_count_unsat_test,0.667411,passed
hash_table_move_unsat_test,0.627865,passed
hash_table_swap_unsat_test,1.31612,passed
hash_table_clean_up_unsat_test,2.63846,passed
hash_table_clear_unsat_test,2.48977,passed
hash_table_create_unsat_test,2000.1,failed
hash_table_foreach_unsat_test,2000.1,failed
hash_table_find_unsat_test,1.11218,passed
hash_table_init_bounded_unsat_test,94.9063,passed
hash_table_init_unbounded_unsat_test,26.6049,passed
hash_table_put_unsat_test,743.313,passed
hash_table_remove_unsat_test,2000.1,failed
linked_list_back_unsat_test,50.7907,passed
linked_list_begin_unsat_test,34.6603,passed
linked_list_end_unsat_test,87.2817,passed
linked_list_front_unsat_test,105.692,passed
linked_list_init_unsat_test,0.452577,passed
linked_list_remove_unsat_test,0.43989,passed
linked_list_pop_back_unsat_test,1288.36,passed
linked_list_pop_front_unsat_test,1305.41,passed
linked_list_prev_unsat_test,0.456622,passed
linked_list_next_unsat_test,0.435663,passed
linked_list_node_reset_unsat_test,0.629762,passed
linked_list_push_back_unsat_test,129.499,passed
linked_list_push_front_unsat_test,241.516,passed
linked_list_swap_contents_unsat_test,2000.1,failed
linked_list_insert_after_unsat_test,0.460196,passed
linked_list_insert_before_unsat_test,0.443844,passed
linked_list_rbegin_unsat_test,469.295,passed
linked_list_rend_unsat_test,42.2092,passed
string_bytes_unsat_test,0.711093,passed
string_compare_unsat_test,2000.1,failed
string_eq_unsat_test,2000.1,failed
string_eq_byte_buf_unsat_test,32.8538,passed
string_eq_byte_buf_ignore_case_unsat_test,15.5727,passed
string_eq_byte_cursor_unsat_test,147.009,passed
string_eq_byte_cursor_ignore_case_unsat_test,31.2215,passed
string_eq_c_str_unsat_test,2000.1,failed
string_eq_c_str_ignore_case_unsat_test,4.81817,passed
string_eq_ignore_case_unsat_test,48.9701,passed
string_new_from_array_unsat_test,3.77509,passed
string_new_from_c_str_unsat_test,37.0547,passed
string_new_from_string_unsat_test,21.1071,passed
string_destroy_unsat_test,0.567541,passed
string_destroy_secure_unsat_test,1.02719,passed
priority_queue_size_unsat_test,1.57351,passed
priority_queue_capacity_unsat_test,1.71435,passed
priority_queue_top_unsat_test,1.70109,passed
priority_queue_init_static_unsat_test,0.863011,passed
priority_queue_init_dynamic_unsat_test,0.853088,passed
priority_queue_clean_up_unsat_test,1.55744,passed
ring_buffer_clean_up_unsat_test,0.572315,passed
ring_buffer_init_unsat_test,0.56509,passed
priority_queue_s_swap_unsat_test,106.021,passed
priority_queue_s_sift_up_unsat_test,92.795,failed
priority_queue_s_sift_down_unsat_test,33.0317,failed
priority_queue_s_sift_either_unsat_test,12.1811,failed
priority_queue_s_remove_node_unsat_test,2000.09,failed
priority_queue_remove_unsat_test,2.73272,failed
priority_queue_pop_unsat_test,2.13467,failed
priority_queue_push_unsat_test,703.142,failed
priority_queue_push_ref_unsat_test,572.213,failed
ring_buffer_release_unsat_test,14.6849,passed
ring_buffer_acquire_unsat_test,58.2996,passed
ring_buffer_buf_belongs_to_pool_unsat_test,19.088,passed
ring_buffer_acquire_up_to_unsat_test,18.9535,passed
hash_table_foreach_deep_loose_unsat_test,2000.1,failed
hash_table_foreach_deep_precise_unsat_test,2000.1,failed
